date;ticker;forward_dividend_yield
14.4.2020;AAPL;0,551462707
15.4.2020;AAPL;0,556542485
16.4.2020;AAPL;0,55215499
17.4.2020;AAPL;0,559750289
20.4.2020;AAPL;0,571615054
21.4.2020;AAPL;0,589847548
22.4.2020;AAPL;0,573333477
23.4.2020;AAPL;0,575564027
24.4.2020;AAPL;0,55941378
27.4.2020;AAPL;0,5590189
28.4.2020;AAPL;0,568229529
29.4.2020;AAPL;0,550159381
30.4.2020;AAPL;0,538792979
1.5.2020;AAPL;0,547609271
4.5.2020;AAPL;0,539969269
5.5.2020;AAPL;0,531984727
6.5.2020;AAPL;0,526552147
7.5.2020;AAPL;0,521160657
8.5.2020;AAPL;0,78009446
11.5.2020;AAPL;0,768009407
12.5.2020;AAPL;0,776887841
13.5.2020;AAPL;0,786382844
14.5.2020;AAPL;0,781581347
15.5.2020;AAPL;0,786229499
18.5.2020;AAPL;0,768131311
19.5.2020;AAPL;0,772595856
20.5.2020;AAPL;0,75785694
21.5.2020;AAPL;0,763549533
22.5.2020;AAPL;0,758664965
26.5.2020;AAPL;0,763838838
27.5.2020;AAPL;0,760525236
28.5.2020;AAPL;0,760190682
29.5.2020;AAPL;0,760931808
1.6.2020;AAPL;0,751687549
2.6.2020;AAPL;0,748223836
3.6.2020;AAPL;0,744127327
4.6.2020;AAPL;0,750591413
5.6.2020;AAPL;0,729806029
8.6.2020;AAPL;0,72551639
9.6.2020;AAPL;0,703307321
10.6.2020;AAPL;0,685666883
11.6.2020;AAPL;0,720246185
12.6.2020;AAPL;0,714081196
15.6.2020;AAPL;0,705357857
16.6.2020;AAPL;0,687146952
17.6.2020;AAPL;0,688104502
18.6.2020;AAPL;0,687830679
19.6.2020;AAPL;0,691784073
22.6.2020;AAPL;0,674145757
23.6.2020;AAPL;0,660057033
24.6.2020;AAPL;0,671917645
25.6.2020;AAPL;0,663114506
26.6.2020;AAPL;0,684135069
29.6.2020;AAPL;0,668723128
30.6.2020;AAPL;0,663187069
1.7.2020;AAPL;0,664443905
2.7.2020;AAPL;0,664443905
6.7.2020;AAPL;0,647132966
7.7.2020;AAPL;0,649147221
8.7.2020;AAPL;0,634372589
9.7.2020;AAPL;0,631656295
10.7.2020;AAPL;0,630553286
13.7.2020;AAPL;0,633475618
14.7.2020;AAPL;0,623163317
15.7.2020;AAPL;0,618906957
16.7.2020;AAPL;0,626617278
17.7.2020;AAPL;0,627885844
20.7.2020;AAPL;0,614926841
21.7.2020;AAPL;0,623532723
22.7.2020;AAPL;0,621785981
23.7.2020;AAPL;0,651436805
24.7.2020;AAPL;0,653054827
27.7.2020;AAPL;0,6379356
28.7.2020;AAPL;0,648590257
29.7.2020;AAPL;0,636391698
30.7.2020;AAPL;0,62878325
31.7.2020;AAPL;0,569195059
3.8.2020;AAPL;0,555205254
4.8.2020;AAPL;0,551522046
5.8.2020;AAPL;0,549530253
6.8.2020;AAPL;0,531003958
7.8.2020;AAPL;0,732151349
10.8.2020;AAPL;0,721662042
11.8.2020;AAPL;0,74378197
12.8.2020;AAPL;0,719858109
13.8.2020;AAPL;0,707339919
14.8.2020;AAPL;0,707970922
17.8.2020;AAPL;0,709823991
18.8.2020;AAPL;0,703958078
19.8.2020;AAPL;0,703075904
20.8.2020;AAPL;0,687813507
21.8.2020;AAPL;0,654105845
24.8.2020;AAPL;0,646375182
25.8.2020;AAPL;0,651721712
26.8.2020;AAPL;0,642977824
27.8.2020;AAPL;0,650757223
28.8.2020;AAPL;0,651812949
31.8.2020;AAPL;0,630433645
1.9.2020;AAPL;0,606283946
2.9.2020;AAPL;0,61911057
3.9.2020;AAPL;0,672990967
4.9.2020;AAPL;0,672546047
8.9.2020;AAPL;0,721070322
9.9.2020;AAPL;0,693412516
10.9.2020;AAPL;0,716813405
11.9.2020;AAPL;0,72634962
14.9.2020;AAPL;0,705193783
15.9.2020;AAPL;0,70409526
16.9.2020;AAPL;0,725507595
17.9.2020;AAPL;0,737277148
18.9.2020;AAPL;0,761429806
21.9.2020;AAPL;0,739018524
22.9.2020;AAPL;0,727584016
23.9.2020;AAPL;0,759439458
24.9.2020;AAPL;0,751720118
25.9.2020;AAPL;0,724538327
28.9.2020;AAPL;0,707647495
29.9.2020;AAPL;0,713043712
30.9.2020;AAPL;0,702453593
1.10.2020;AAPL;0,696559338
2.10.2020;AAPL;0,719794312
5.10.2020;AAPL;0,698293172
6.10.2020;AAPL;0,718903818
7.10.2020;AAPL;0,706909533
8.10.2020;AAPL;0,707585987
9.10.2020;AAPL;0,695487392
12.10.2020;AAPL;0,653948212
13.10.2020;AAPL;0,671768386
14.10.2020;AAPL;0,671269639
15.10.2020;AAPL;0,673938797
16.10.2020;AAPL;0,683508424
19.10.2020;AAPL;0,701423968
20.10.2020;AAPL;0,692291441
21.10.2020;AAPL;0,696082443
22.10.2020;AAPL;0,702817746
23.10.2020;AAPL;0,707155445
26.10.2020;AAPL;0,707093831
27.10.2020;AAPL;0,697694337
28.10.2020;AAPL;0,731575129
29.10.2020;AAPL;0,705438503
30.10.2020;AAPL;0,747300578
2.11.2020;AAPL;0,747919132
3.11.2020;AAPL;0,73660946
4.11.2020;AAPL;0,707709157
5.11.2020;AAPL;0,683450862
6.11.2020;AAPL;0,694986449
9.11.2020;AAPL;0,709146691
10.11.2020;AAPL;0,711287023
11.11.2020;AAPL;0,690333492
12.11.2020;AAPL;0,691954993
13.11.2020;AAPL;0,691664868
16.11.2020;AAPL;0,685685425
17.11.2020;AAPL;0,690911752
18.11.2020;AAPL;0,698872863
19.11.2020;AAPL;0,695279414
20.11.2020;AAPL;0,702982377
23.11.2020;AAPL;0,72453179
24.11.2020;AAPL;0,716227787
25.11.2020;AAPL;0,710919193
27.11.2020;AAPL;0,707504624
30.11.2020;AAPL;0,692884932
1.12.2020;AAPL;0,672163889
2.12.2020;AAPL;0,670197848
3.12.2020;AAPL;0,670961113
4.12.2020;AAPL;0,674748125
7.12.2020;AAPL;0,666569386
8.12.2020;AAPL;0,663193028
9.12.2020;AAPL;0,677352308
10.12.2020;AAPL;0,669327815
11.12.2020;AAPL;0,673866159
14.12.2020;AAPL;0,677352308
15.12.2020;AAPL;0,645041886
16.12.2020;AAPL;0,645395178
17.12.2020;AAPL;0,640931967
18.12.2020;AAPL;0,651254957
21.12.2020;AAPL;0,643281249
22.12.2020;AAPL;0,62547729
23.12.2020;AAPL;0,629871237
24.12.2020;AAPL;0,625050803
28.12.2020;AAPL;0,603467408
29.12.2020;AAPL;0,611610851
30.12.2020;AAPL;0,616870706
31.12.2020;AAPL;0,621659073
4.1.2021;AAPL;0,637415587
5.1.2021;AAPL;0,629631053
6.1.2021;AAPL;0,651563623
7.1.2021;AAPL;0,630063741
8.1.2021;AAPL;0,624672158
11.1.2021;AAPL;0,639540694
12.1.2021;AAPL;0,640434389
13.1.2021;AAPL;0,630208177
14.1.2021;AAPL;0,639887984
15.1.2021;AAPL;0,648796271
19.1.2021;AAPL;0,645294131
20.1.2021;AAPL;0,62476685
21.1.2021;AAPL;0,602673774
22.1.2021;AAPL;0,59313975
25.1.2021;AAPL;0,577161638
26.1.2021;AAPL;0,576194137
27.1.2021;AAPL;0,580655744
28.1.2021;AAPL;0,601706553
29.1.2021;AAPL;0,625098129
1.2.2021;AAPL;0,614939333
2.2.2021;AAPL;0,61106713
3.2.2021;AAPL;0,615857346
4.2.2021;AAPL;0,600392726
5.2.2021;AAPL;0,755153906
8.2.2021;AAPL;0,610911356
9.2.2021;AAPL;0,614953787
10.2.2021;AAPL;0,617770049
11.2.2021;AAPL;0,618958521
12.2.2021;AAPL;0,617861318
16.2.2021;AAPL;0,627974125
17.2.2021;AAPL;0,639253007
18.2.2021;AAPL;0,644822151
19.2.2021;AAPL;0,644027704
22.2.2021;AAPL;0,663808583
23.2.2021;AAPL;0,664546874
24.2.2021;AAPL;0,667250651
25.2.2021;AAPL;0,691295789
26.2.2021;AAPL;0,689756562
1.3.2021;AAPL;0,654510334
2.3.2021;AAPL;0,668477194
3.3.2021;AAPL;0,685235691
4.3.2021;AAPL;0,696244676
5.3.2021;AAPL;0,688847613
8.3.2021;AAPL;0,718802711
9.3.2021;AAPL;0,690724905
10.3.2021;AAPL;0,697115067
11.3.2021;AAPL;0,685797535
12.3.2021;AAPL;0,691067322
15.3.2021;AAPL;0,674569519
16.3.2021;AAPL;0,666081681
17.3.2021;AAPL;0,670406163
18.3.2021;AAPL;0,69393406
19.3.2021;AAPL;0,697057106
22.3.2021;AAPL;0,677849689
23.3.2021;AAPL;0,682551564
24.3.2021;AAPL;0,69647667
25.3.2021;AAPL;0,693588796
26.3.2021;AAPL;0,690040998
29.3.2021;AAPL;0,689017806
30.3.2021;AAPL;0,69758019
31.3.2021;AAPL;0,684730819
1.4.2021;AAPL;0,679998975
5.4.2021;AAPL;0,664335784
6.4.2021;AAPL;0,662704013
7.4.2021;AAPL;0,653947394
8.4.2021;AAPL;0,641606883
9.4.2021;AAPL;0,628871105
12.4.2021;AAPL;0,637304767
13.4.2021;AAPL;0,622181633
14.4.2021;AAPL;0,633491413
15.4.2021;AAPL;0,621857791
16.4.2021;AAPL;0,623433803
19.4.2021;AAPL;0,620289727
20.4.2021;AAPL;0,628351388
21.4.2021;AAPL;0,626515896
22.4.2021;AAPL;0,633923715
23.4.2021;AAPL;0,622691118
26.4.2021;AAPL;0,620842088
27.4.2021;AAPL;0,622366817
28.4.2021;AAPL;0,626140687
29.4.2021;AAPL;0,626609695
30.4.2021;AAPL;0,636238097
3.5.2021;AAPL;0,631053734
4.5.2021;AAPL;0,654203177
5.5.2021;AAPL;0,652926376
6.5.2021;AAPL;0,644672934
7.5.2021;AAPL;0,813301366
10.5.2021;AAPL;0,670283439
11.5.2021;AAPL;0,675287533
12.5.2021;AAPL;0,692558828
13.5.2021;AAPL;0,680366864
14.5.2021;AAPL;0,667127896
17.5.2021;AAPL;0,673362239
18.5.2021;AAPL;0,681020866
19.5.2021;AAPL;0,681894644
20.5.2021;AAPL;0,667861528
21.5.2021;AAPL;0,677871714
24.5.2021;AAPL;0,668964944
25.5.2021;AAPL;0,670019341
26.5.2021;AAPL;0,670283439
27.5.2021;AAPL;0,678683339
28.5.2021;AAPL;0,682332438
1.6.2021;AAPL;0,6841442
2.6.2021;AAPL;0,679877143
3.6.2021;AAPL;0,688242193
4.6.2021;AAPL;0,675394715
7.6.2021;AAPL;0,675341161
8.6.2021;AAPL;0,67086514
9.6.2021;AAPL;0,668807149
10.6.2021;AAPL;0,674216586
11.6.2021;AAPL;0,667651708
14.6.2021;AAPL;0,651635843
15.6.2021;AAPL;0,655858099
16.6.2021;AAPL;0,653288177
17.6.2021;AAPL;0,645158461
18.6.2021;AAPL;0,651735725
21.6.2021;AAPL;0,64267166
22.6.2021;AAPL;0,634613018
23.6.2021;AAPL;0,635942061
24.6.2021;AAPL;0,637324406
25.6.2021;AAPL;0,638760638
28.6.2021;AAPL;0,630846222
29.6.2021;AAPL;0,623673786
30.6.2021;AAPL;0,620804955
1.7.2021;AAPL;0,619402954
2.7.2021;AAPL;0,607498233
6.7.2021;AAPL;0,598686409
7.7.2021;AAPL;0,588126442
8.7.2021;AAPL;0,593587258
9.7.2021;AAPL;0,585937933
12.7.2021;AAPL;0,588411334
13.7.2021;AAPL;0,583805697
14.7.2021;AAPL;0,57006669
15.7.2021;AAPL;0,572639154
16.7.2021;AAPL;0,580814571
19.7.2021;AAPL;0,59687927
20.7.2021;AAPL;0,581768513
21.7.2021;AAPL;0,58476931
22.7.2021;AAPL;0,579192386
23.7.2021;AAPL;0,572330715
26.7.2021;AAPL;0,570678846
27.7.2021;AAPL;0,579310724
28.7.2021;AAPL;0,58646334
29.7.2021;AAPL;0,583805697
30.7.2021;AAPL;0,582924975
2.8.2021;AAPL;0,584286982
3.8.2021;AAPL;0,576991434
4.8.2021;AAPL;0,578601174
5.8.2021;AAPL;0,578168361
6.8.2021;AAPL;0,733999215
9.8.2021;AAPL;0,591576186
10.8.2021;AAPL;0,593566956
11.8.2021;AAPL;0,592509014
12.8.2021;AAPL;0,580451202
13.8.2021;AAPL;0,579633538
16.8.2021;AAPL;0,571885682
17.8.2021;AAPL;0,575426966
18.8.2021;AAPL;0,590484885
19.8.2021;AAPL;0,589116298
20.8.2021;AAPL;0,583192959
23.8.2021;AAPL;0,577271829
24.8.2021;AAPL;0,577619006
25.8.2021;AAPL;0,582524678
26.8.2021;AAPL;0,585762399
27.8.2021;AAPL;0,581583833
30.8.2021;AAPL;0,564416042
31.8.2021;AAPL;0,569211454
1.9.2021;AAPL;0,566673469
2.9.2021;AAPL;0,562468976
3.9.2021;AAPL;0,560099525
7.9.2021;AAPL;0,551556322
8.9.2021;AAPL;0,557174678
9.9.2021;AAPL;0,560935768
10.9.2021;AAPL;0,580139338
13.9.2021;AAPL;0,577889494
14.9.2021;AAPL;0,583468694
15.9.2021;AAPL;0,579905917
16.9.2021;AAPL;0,580841276
17.9.2021;AAPL;0,591697775
20.9.2021;AAPL;0,604613049
21.9.2021;AAPL;0,602547362
22.9.2021;AAPL;0,59254954
23.9.2021;AAPL;0,588594668
24.9.2021;AAPL;0,588234176
27.9.2021;AAPL;0,594506268
28.9.2021;AAPL;0,609001249
29.9.2021;AAPL;0,605078543
30.9.2021;AAPL;0,610765898
1.10.2021;AAPL;0,60584197
4.10.2021;AAPL;0,621125257
5.10.2021;AAPL;0,612453793
6.10.2021;AAPL;0,608615269
7.10.2021;AAPL;0,603136144
8.10.2021;AAPL;0,604782009
11.10.2021;AAPL;0,605163273
12.10.2021;AAPL;0,610722708
13.10.2021;AAPL;0,613323122
14.10.2021;AAPL;0,601164264
15.10.2021;AAPL;0,596681691
18.10.2021;AAPL;0,589719252
19.10.2021;AAPL;0,58095837
20.10.2021;AAPL;0,57901214
21.10.2021;AAPL;0,578160116
22.10.2021;AAPL;0,581231814
25.10.2021;AAPL;0,581427402
26.10.2021;AAPL;0,578779625
27.10.2021;AAPL;0,580606927
28.10.2021;AAPL;0,566450583
29.10.2021;AAPL;0,576924949
1.11.2021;AAPL;0,580178371
2.11.2021;AAPL;0,576079052
3.11.2021;AAPL;0,570488961
4.11.2021;AAPL;0,57249181
5.11.2021;AAPL;0,718093817
8.11.2021;AAPL;0,583756375
9.11.2021;AAPL;0,582324223
10.11.2021;AAPL;0,593701399
11.11.2021;AAPL;0,593902241
12.11.2021;AAPL;0,585507833
15.11.2021;AAPL;0,585468829
16.11.2021;AAPL;0,581591535
17.11.2021;AAPL;0,572156592
18.11.2021;AAPL;0,556282488
19.11.2021;AAPL;0,546996618
22.11.2021;AAPL;0,545400143
23.11.2021;AAPL;0,544082227
24.11.2021;AAPL;0,542301539
26.11.2021;AAPL;0,5600429
29.11.2021;AAPL;0,548054905
30.11.2021;AAPL;0,53127842
1.12.2021;AAPL;0,532987239
2.12.2021;AAPL;0,536274561
3.12.2021;AAPL;0,542636621
6.12.2021;AAPL;0,531214148
7.12.2021;AAPL;0,51302907
8.12.2021;AAPL;0,501601065
9.12.2021;AAPL;0,503095277
10.12.2021;AAPL;0,489386008
13.12.2021;AAPL;0,499717255
14.12.2021;AAPL;0,503759044
15.12.2021;AAPL;0,489795396
16.12.2021;AAPL;0,50981253
17.12.2021;AAPL;0,513149024
20.12.2021;AAPL;0,517350834
21.12.2021;AAPL;0,507661221
22.12.2021;AAPL;0,500001808
23.12.2021;AAPL;0,49818644
27.12.2021;AAPL;0,486997775
28.12.2021;AAPL;0,489822694
29.12.2021;AAPL;0,489576917
30.12.2021;AAPL;0,492818834
31.12.2021;AAPL;0,494567306
3.1.2022;AAPL;0,482502667
4.1.2022;AAPL;0,488705199
5.1.2022;AAPL;0,502059921
6.1.2022;AAPL;0,510583169
7.1.2022;AAPL;0,510079095
10.1.2022;AAPL;0,510019804
11.1.2022;AAPL;0,501601065
12.1.2022;AAPL;0,500315076
13.1.2022;AAPL;0,510019804
14.1.2022;AAPL;0,507426561
18.1.2022;AAPL;0,517198612
19.1.2022;AAPL;0,528306008
20.1.2022;AAPL;0,53382959
21.1.2022;AAPL;0,54073221
24.1.2022;AAPL;0,543375311
25.1.2022;AAPL;0,549632715
26.1.2022;AAPL;0,5499424
27.1.2022;AAPL;0,551565832
28.1.2022;AAPL;0,515589241
31.1.2022;AAPL;0,50246207
1.2.2022;AAPL;0,502951283
2.2.2022;AAPL;0,499433114
3.2.2022;AAPL;0,507925449
4.2.2022;AAPL;0,638180533
7.2.2022;AAPL;0,519803888
8.2.2022;AAPL;0,510378741
9.2.2022;AAPL;0,506180675
10.2.2022;AAPL;0,518414645
11.2.2022;AAPL;0,529112496
14.2.2022;AAPL;0,528360555
15.2.2022;AAPL;0,516404429
16.2.2022;AAPL;0,517122747
17.2.2022;AAPL;0,528360555
18.2.2022;AAPL;0,533350498
22.2.2022;AAPL;0,543022882
23.2.2022;AAPL;0,557440669
24.2.2022;AAPL;0,548294945
25.2.2022;AAPL;0,541277063
28.2.2022;AAPL;0,540392026
1.3.2022;AAPL;0,546749514
2.3.2022;AAPL;0,535719922
3.3.2022;AAPL;0,53678349
4.3.2022;AAPL;0,546850038
7.3.2022;AAPL;0,56013512
8.3.2022;AAPL;0,566752553
9.3.2022;AAPL;0,547588332
10.3.2022;AAPL;0,562891234
11.3.2022;AAPL;0,576678912
14.3.2022;AAPL;0,592414846
15.3.2022;AAPL;0,575340356
16.3.2022;AAPL;0,559117243
17.3.2022;AAPL;0,55553187
18.3.2022;AAPL;0,544148839
21.3.2022;AAPL;0,539542485
22.3.2022;AAPL;0,528548291
23.3.2022;AAPL;0,524231907
24.3.2022;AAPL;0,512607174
25.3.2022;AAPL;0,510700081
28.3.2022;AAPL;0,508140809
29.3.2022;AAPL;0,498600467
30.3.2022;AAPL;0,501938023
31.3.2022;AAPL;0,511021872
1.4.2022;AAPL;0,511901292
4.4.2022;AAPL;0,500053368
5.4.2022;AAPL;0,509708259
6.4.2022;AAPL;0,519289555
7.4.2022;AAPL;0,518354444
8.4.2022;AAPL;0,524601807
11.4.2022;AAPL;0,538337935
12.4.2022;AAPL;0,53220523
13.4.2022;AAPL;0,523647484
14.4.2022;AAPL;0,539836215
18.4.2022;AAPL;0,540555679
19.4.2022;AAPL;0,533031855
20.4.2022;AAPL;0,533573686
21.4.2022;AAPL;0,536170613
22.4.2022;AAPL;0,551514464
25.4.2022;AAPL;0,547823701
26.4.2022;AAPL;0,56906588
27.4.2022;AAPL;0,569901744
28.4.2022;AAPL;0,545279527
29.4.2022;AAPL;0,565997598
2.5.2022;AAPL;0,564886827
3.5.2022;AAPL;0,559503018
4.5.2022;AAPL;0,537462476
5.5.2022;AAPL;0,569174723
6.5.2022;AAPL;0,714558465
9.5.2022;AAPL;0,592602346
10.5.2022;AAPL;0,583205606
11.5.2022;AAPL;0,615092973
12.5.2022;AAPL;0,632092463
13.5.2022;AAPL;0,612542263
16.5.2022;AAPL;0,619150217
17.5.2022;AAPL;0,603799961
18.5.2022;AAPL;0,639902683
19.5.2022;AAPL;0,656069144
20.5.2022;AAPL;0,65492488
23.5.2022;AAPL;0,629663163
24.5.2022;AAPL;0,641999839
25.5.2022;AAPL;0,641268944
26.5.2022;AAPL;0,626729045
27.5.2022;AAPL;0,602185902
31.5.2022;AAPL;0,605422632
1.6.2022;AAPL;0,605951844
2.6.2022;AAPL;0,595933328
3.6.2022;AAPL;0,619831469
6.6.2022;AAPL;0,61660812
7.6.2022;AAPL;0,605951844
8.6.2022;AAPL;0,609023316
9.6.2022;AAPL;0,631737832
10.6.2022;AAPL;0,657121529
13.6.2022;AAPL;0,683281012
14.6.2022;AAPL;0,678751848
15.6.2022;AAPL;0,665370309
16.6.2022;AAPL;0,692842548
17.6.2022;AAPL;0,684942915
21.6.2022;AAPL;0,663215678
22.6.2022;AAPL;0,665763642
23.6.2022;AAPL;0,651703941
24.6.2022;AAPL;0,63610829
27.6.2022;AAPL;0,63610829
28.6.2022;AAPL;0,655639494
29.6.2022;AAPL;0,647210457
30.6.2022;AAPL;0,659092165
1.7.2022;AAPL;0,648607991
5.7.2022;AAPL;0,63655766
6.7.2022;AAPL;0,630500363
7.7.2022;AAPL;0,615723265
8.7.2022;AAPL;0,612834003
11.7.2022;AAPL;0,62201344
12.7.2022;AAPL;0,617791803
13.7.2022;AAPL;0,619362775
14.7.2022;AAPL;0,60693144
15.7.2022;AAPL;0,600060513
18.7.2022;AAPL;0,612708919
19.7.2022;AAPL;0,596762239
20.7.2022;AAPL;0,588807546
21.7.2022;AAPL;0,580052212
22.7.2022;AAPL;0,584795254
25.7.2022;AAPL;0,589153986
26.7.2022;AAPL;0,594400429
27.7.2022;AAPL;0,57472476
28.7.2022;AAPL;0,572679382
29.7.2022;AAPL;0,554495679
1.8.2022;AAPL;0,55792888
2.8.2022;AAPL;0,563159142
3.8.2022;AAPL;0,542413131
4.8.2022;AAPL;0,543459999
5.8.2022;AAPL;0,684856015
8.8.2022;AAPL;0,551933025
9.8.2022;AAPL;0,551765634
10.8.2022;AAPL;0,537681331
11.8.2022;AAPL;0,540074646
12.8.2022;AAPL;0,528745916
15.8.2022;AAPL;0,525418233
16.8.2022;AAPL;0,525904045
17.8.2022;AAPL;0,521324513
18.8.2022;AAPL;0,522521876
19.8.2022;AAPL;0,530533965
22.8.2022;AAPL;0,543039817
23.8.2022;AAPL;0,544143983
24.8.2022;AAPL;0,543169439
25.8.2022;AAPL;0,535183091
26.8.2022;AAPL;0,556149587
29.8.2022;AAPL;0,563869105
30.8.2022;AAPL;0,57263343
31.8.2022;AAPL;0,578788869
1.9.2022;AAPL;0,576077467
2.9.2022;AAPL;0,584026602
6.9.2022;AAPL;0,58886421
7.9.2022;AAPL;0,583464817
8.9.2022;AAPL;0,589131064
9.9.2022;AAPL;0,578237168
12.9.2022;AAPL;0,556796081
13.9.2022;AAPL;0,591505354
14.9.2022;AAPL;0,585906803
15.9.2022;AAPL;0,597212051
16.9.2022;AAPL;0,60383008
19.9.2022;AAPL;0,589054753
20.9.2022;AAPL;0,579969335
21.9.2022;AAPL;0,591967039
22.9.2022;AAPL;0,595765209
23.9.2022;AAPL;0,604913879
26.9.2022;AAPL;0,603549624
27.9.2022;AAPL;0,599612433
28.9.2022;AAPL;0,607295653
29.9.2022;AAPL;0,638666465
30.9.2022;AAPL;0,658445623
3.10.2022;AAPL;0,638800931
4.10.2022;AAPL;0,622841777
5.10.2022;AAPL;0,621565485
6.10.2022;AAPL;0,625711296
7.10.2022;AAPL;0,649562296
10.10.2022;AAPL;0,648035685
11.10.2022;AAPL;0,654750282
12.10.2022;AAPL;0,657779312
13.10.2022;AAPL;0,636388413
14.10.2022;AAPL;0,657589081
17.10.2022;AAPL;0,638980308
18.10.2022;AAPL;0,633023893
19.10.2022;AAPL;0,632539859
20.10.2022;AAPL;0,634613224
21.10.2022;AAPL;0,617893674
24.10.2022;AAPL;0,608880435
25.10.2022;AAPL;0,597329626
26.10.2022;AAPL;0,60928801
27.10.2022;AAPL;0,628433509
28.10.2022;AAPL;0,584288972
31.10.2022;AAPL;0,593434157
1.11.2022;AAPL;0,604030372
2.11.2022;AAPL;0,627436897
3.11.2022;AAPL;0,655221675
4.11.2022;AAPL;0,824272284
